url	http_code	effective_url	notes
https://andrew-saydjari.github.io	200	https://andrew-saydjari.github.io/	
https://www.queensu.ca	200	https://www.queensu.ca/	
https://www.lsst.org	200	https://www.lsst.org/	
https://web.astro.princeton.edu	403	https://web.astro.princeton.edu/	
https://www.euclid-ec.org	200	https://www.euclid-ec.org/	
https://pinchen.fan/	200	https://pinchen.fan/	
https://www.cita.utoronto.ca/people/national-fellows/	200	https://www.cita.utoronto.ca/people/national-fellows/	
https://science.psu.edu/astro	200	https://science.psu.edu/astro	
https://www.dunlap.utoronto.ca/~vanderlinde/	200	https://www.dunlap.utoronto.ca/~vanderlinde/	
https://www.carleton.edu	200	https://www.carleton.edu/	
https://www.nmsu.edu	200	https://www.nmsu.edu/	
https://www.psu.edu	200	https://www.psu.edu/	
https://trivnguyen.github.io/	200	https://trivnguyen.github.io/	
https://astro.nmsu.edu	200	https://astro.nmsu.edu/	
https://www.technion.ac.il	200	https://www.technion.ac.il/	
https://linanecib.com/	CURL_ERR(56)		curl: (56) CONNECT tunnel failed, response 502 
https://sites.psu.edu/astrowright/	200	https://sites.psu.edu/astrowright/	
https://polymathic-ai.org	200	https://polymathic-ai.org/	
https://www.cs.toronto.edu/~cmaddis/	200	https://www.cs.toronto.edu/~cmaddis/	
https://www.mit.edu	200	https://www.mit.edu/	
https://www.northwestern.edu	200	https://www.northwestern.edu/	
https://www.jwst.nasa.gov	CURL_ERR(60)		curl: (60) SSL: no alternative certificate subject name matches target host name 'www.jwst.nasa.gov' More details here: https://curl.se/docs/sslcerts.html  curl failed to verify the legitimacy of the server and therefore could not establish a secure connection to it. To learn more about this situati
https://environment.utoronto.ca	200	https://environment.utoronto.ca/	
https://astro.utoronto.ca/~bovy	200	https://www.astro.utoronto.ca/~bovy/	
https://physics.yorku.ca	CURL_ERR(60)		curl: (60) SSL certificate problem: unable to get local issuer certificate More details here: https://curl.se/docs/sslcerts.html  curl failed to verify the legitimacy of the server and therefore could not establish a secure connection to it. To learn more about this situation and how to fix it, plea
https://www.nserc-crsng.gc.ca	200	https://nserc-crsng.canada.ca/	
https://ciela.science/team/laurence-perreault-levasseur/	202	https://ciela.science/team/laurence-perreault-levasseur/	
https://cifar.ca	200	https://cifar.ca/	
https://ciela.science	202	https://ciela.science/	
https://www.umontreal.ca	200	https://www.umontreal.ca/	
https://www.utsc.utoronto.ca/cms/	200	https://www.utsc.utoronto.ca/cms/	
https://physics.mcmaster.ca	200	https://physics.mcmaster.ca/	
https://astronomy.as.virginia.edu/	200	https://astronomy.as.virginia.edu/	
https://www.chord-observatory.ca	200	https://www.chord-observatory.ca/	
https://alexji.com/	200	https://alexji.com/	
https://www.astro.utoronto.ca/~ting/	404	https://www.astro.utoronto.ca/~ting/	
https://mila.quebec	200	https://mila.quebec/en	
https://www.almaobservatory.org	200	https://www.almaobservatory.org/en/home/	
https://www.robertoabraham.com	200	https://www.robertoabraham.com/	
https://www.cosmicai.org/	200	https://cosmicai.org/	
https://walmsley.dev/pages/about	200	https://walmsley.dev/pages/about/	
https://github.com/mwalmsley/zoobot	403	https://github.com/mwalmsley/zoobot	
https://www.uchicago.edu	200	https://www.uchicago.edu/	
https://ddavidli.com/	200	https://www.ddavidli.com/	
https://wayve.ai	202	https://wayve.ai/	
https://samberek.github.io/samberek/index.html	200	https://samberek.github.io/samberek/index.html	
https://chime-experiment.ca/en	200	https://chime-experiment.ca/	
https://www.ox.ac.uk	403	https://www.ox.ac.uk/	
https://www.statistics.utoronto.ca/people/directories/all-faculty/patrick-brown	200	https://www.statistics.utoronto.ca/people/directories/all-faculty/patrick-brown	
https://www.turing.ac.uk/people/researchers/anna-scaife	403	https://www.turing.ac.uk/people/researchers/anna-scaife	
https://www.nsf.gov/funding/opportunities/aapf-nsf-astronomy-astrophysics-postdoctoral-fellowships	200	https://www.nsf.gov/funding/opportunities/aapf-nsf-astronomy-astrophysics-postdoctoral-fellowships	
https://www.astro.utoronto.ca/~steffani.grondin	200	https://www.astro.utoronto.ca/~steffani.grondin/	
https://kremer.northwestern.edu	CURL_ERR(56)		curl: (56) CONNECT tunnel failed, response 502 
https://www.zooniverse.org/projects/zookeeper/galaxy-zoo/	200	https://www.zooniverse.org/projects/zookeeper/galaxy-zoo	
https://www.cita.utoronto.ca	CURL_ERR(35)		curl: (35) Recv failure: Connection reset by peer 
https://www.manchester.ac.uk	200	https://www.manchester.ac.uk/	
https://www.astrowhit.com	200	https://astrowhit.com/	
https://fbroekgaarden.github.io	404	https://fbroekgaarden.github.io/	
https://chime-frb.ca	CURL_ERR(56)		curl: (56) CONNECT tunnel failed, response 502 
https://www.yorku.ca/professor/jeremywebb	CURL_ERR(60)		curl: (60) SSL certificate problem: unable to get local issuer certificate More details here: https://curl.se/docs/sslcerts.html  curl failed to verify the legitimacy of the server and therefore could not establish a secure connection to it. To learn more about this situation and how to fix it, plea
https://www.astro.utoronto.ca/~cook/	200	https://www.astro.utoronto.ca/~cook/	
https://henrysky.github.io/	200	https://henrysky.github.io/	
https://www.physics.ox.ac.uk/our-people/lintott	200	https://www.physics.ox.ac.uk/our-people/lintott	
https://ucsd.edu	200	https://ucsd.edu/	
https://www.yorku.ca/science/profiles/faculty/paul-scholz	CURL_ERR(60)		curl: (60) SSL certificate problem: unable to get local issuer certificate More details here: https://curl.se/docs/sslcerts.html  curl failed to verify the legitimacy of the server and therefore could not establish a secure connection to it. To learn more about this situation and how to fix it, plea
https://banting.fellowships-bourses.gc.ca	CURL_ERR(60)		curl: (60) SSL certificate problem: unable to get local issuer certificate More details here: https://curl.se/docs/sslcerts.html  curl failed to verify the legitimacy of the server and therefore could not establish a secure connection to it. To learn more about this situation and how to fix it, plea
https://www.mcgill.ca	200	https://www.mcgill.ca/	
https://www.nserc-crsng.gc.ca/students-etudiants/pd-np/pdf-bp_eng.asp	200	https://nserc-crsng.canada.ca/en/funding-opportunity/canada-postdoctoral-research-award-program	
https://bryangaensler.net	200	https://bryangaensler.net/	
https://aaryapatil.github.io	200	https://aaryapatil.github.io/	
https://alfa33333.github.io/	200	https://alfa33333.github.io/	
https://www.ligo.caltech.edu/page/about	CURL_ERR(60)		curl: (60) SSL certificate problem: unable to get local issuer certificate More details here: https://curl.se/docs/sslcerts.html  curl failed to verify the legitimacy of the server and therefore could not establish a secure connection to it. To learn more about this situation and how to fix it, plea
https://catherinezucker.github.io/	200	https://catherinezucker.github.io/	
https://skyandtelescope.org/astronomy-news/stellar-streams-are-revealing-their-secrets	403	https://skyandtelescope.org/astronomy-news/stellar-streams-are-revealing-their-secrets	
https://www.skyatnightmagazine.com/space-science/local-group-guide-galaxy-neighbourhood	200	https://www.skyatnightmagazine.com/space-science/local-group-guide-galaxy-neighbourhood	
https://en.wikipedia.org/wiki/Globular_cluster	200	https://en.wikipedia.org/wiki/Globular_cluster	
https://www.ligo.caltech.edu/page/what-are-gw	CURL_ERR(60)		curl: (60) SSL certificate problem: unable to get local issuer certificate More details here: https://curl.se/docs/sslcerts.html  curl failed to verify the legitimacy of the server and therefore could not establish a secure connection to it. To learn more about this situation and how to fix it, plea
https://canssi.ca/	200	https://canssi.ca/	
https://astrostatuoft.com/research.html	200	https://astrostatuoft.com/research.html	
https://www.gla.ac.uk	200	https://www.gla.ac.uk/	
https://nz.news.yahoo.com/nasa-webb-telescope-spots-impossible-105514938.html	200	https://nz.news.yahoo.com/nasa-webb-telescope-spots-impossible-105514938.html	
https://webbtelescope.org/contents/articles/what-are-active-galactic-nuclei	200	https://science.nasa.gov/mission/webb/science-overview/science-explainers/what-are-active-galactic-nuclei/	
https://www.cibc.com	200	https://www.cibc.com/en/personal-banking.html	
https://astrostatuoft.com/people.html	200	https://astrostatuoft.com/people.html	
https://statstro.com/index.html	200	https://statstro.com/index.html	
https://webb.nasa.gov	200	https://science.nasa.gov/mission/webb/	
https://statstro.com/	200	https://statstro.com/	
https://www.dunlap.utoronto.ca/	200	https://www.dunlap.utoronto.ca/	
https://emprice.org/	200	https://emprice.org/	
https://www.astro.utoronto.ca/	200	https://www.astro.utoronto.ca/	
https://www.mpia.de	200	https://www.mpia.de/de	
https://datasciences.utoronto.ca/	403	https://datasciences.utoronto.ca/	
https://www.statistics.utoronto.ca/	200	https://www.statistics.utoronto.ca/	
